,Extraction_date,Marketplace,Reference,Category,Name,Address,Size,Size_prefix,Nbr_of_rooms,Nbr_of_baths,Price,Description,URL
4408,2018-07-16T08:33:23,Tayara TN,4edada3e-4e55-40eb-ac7b-21db5f6a36b5,Appartement,Appartement S+3,"Tunis, El Omrane supérieur",Appartements,m²,4.0,,550.0,"Appartement à louer à El Omrane Superieur a louer un joli appartement, comprenant un salon plus 3 chambres, dont deux avec placard, une séparation entre salon-salle à manger qui est doté d' un balcon et les 3 chambres , salle de bain et cuisine équipée + gaz de ville, situé en 2 ème étage d'un immeuble dans une résidence calme cloturé avec parking individuelle couvert face au termenus metro n3 acoté d'une bank et magazin generale et poste . pour toute information supplémentaire veuillez me contacter .96171718",https://www.tayara.tn/listings/appartements-2/4edada3e-4e55-40eb-ac7b-21db5f6a36b5/appartement-s+3
4411,2018-07-16T08:33:08,Tayara TN,4b76aad0-9b14-4d0e-acf7-e89913ce77c2,Appartement,"A Louer Appartement S+3 ,Lac 2","Tunis, L'aouina",Appartements,m²,3.0,,2110.0,"S+3 , avec 2 places parking ,face au clinique hannibal ,usage cabinet ,bureautique ou bien habitation",https://www.tayara.tn/listings/appartements-2/4b76aad0-9b14-4d0e-acf7-e89913ce77c2/a-louer-appartement-s+3-lac-2
4412,2018-07-16T08:33:07,Tayara TN,4ebc154c-f345-4081-924b-2ff6c0034c99,Appartement,"A Louer Appartement A Port El Kantaoui, Sousse","Sousse, Kantaoui",Appartements,m²,2.0,,200.0,"Appartement 6 places A port el kantaoui, sousse",https://www.tayara.tn/listings/appartements-2/4ebc154c-f345-4081-924b-2ff6c0034c99/a-louer-appartement-a-port-el-kantaoui-sousse
4414,2018-07-16T08:33:02,Tayara TN,4b68c3ef-9de0-41c3-b65f-cb7bb7a2e796,Appartement,Joli Appartement Meublé Au Lac 2,"Tunis, La Marsa",Appartements,m²,3.0,,3000.0,"A louer un joli appartement richement meublé au lac 2 , situé dans une résidence gardée , composée : D'un salon, une salle à manger , trois chambres à coucher , deux salles de bain et une cuisine équipée Deux places de parking L'appartement est équipé d'une climatisation et du chauffage central Pour plus d'information veuillez contactez l'agence sur le 22914366 loyer : 3000 dt/mois",https://www.tayara.tn/listings/appartements-2/4b68c3ef-9de0-41c3-b65f-cb7bb7a2e796/joli-appartement-meublé-au-lac-2-
4415,2018-07-16T08:33:02,Tayara TN,51e3ea3a-48b4-40f7-82fd-e458bc64916e,Appartement,Appartement La Marsa (Réf. 1832031),"Tunis, Tunis",Appartements,m²,3.0,,850.0,"Location Appartement S+3, au 1er etage, La Marsa, proche de la mer Tel : 73 210 426 / 98 372 787",https://www.tayara.tn/listings/appartements-2/51e3ea3a-48b4-40f7-82fd-e458bc64916e/appartement-la-marsa-(réf-1832031)
4422,2018-07-16T08:32:54,Tayara TN,504fce31-e7f0-428a-86e7-bcf32731923b,Appartement,À Louer Par Nuit Et Semaine Zone Touristique Bora Bora 100D,"Sousse, Autres villes",Appartements,m²,2.0,,100.0,À louer par nuit et semaine,https://www.tayara.tn/listings/appartements-2/504fce31-e7f0-428a-86e7-bcf32731923b/à-louer-par-nuit-et-semaine-zone-touristique-bora-bora-100d
4423,2018-07-16T08:32:52,Tayara TN,4b361328-98ff-4125-b4a0-6f160fc08236,Appartement,Appartement Haut Standing Jamais Habité À Khzema,"Sousse, Sousse",Appartements,m²,2.0,,650.0,"appartement haut standing jamais habité à khzema khzema près carrefour Location Annuelle Un Appartement haut standing jamais habité au 1ér étage d'une villa Composition: 2 Chambres à Coucher 1 Salon Une Salle de bain Une cuisine aménagée avec séchoir un balcon Equipement: Gaz de ville, climatiseur, chauffage central Prix: 650 DT /mois Pour plus de détails contacter",https://www.tayara.tn/listings/appartements-2/4b361328-98ff-4125-b4a0-6f160fc08236/appartement-haut-standing-jamais-habité-à-khzema
4425,2018-07-16T08:32:50,Tayara TN,4e9a22b3-5372-41aa-a3a1-c2855482a069,Appartement,Appartement S+2 À Ezzahra,"Ben arous, Ezzahra",Appartements,m²,2.0,,470.0,"Cet appartement est situé au troisième étage d'une résidence gardée. Il se compose d'un grand salon avec un balcon, une cuisine aménagée . La partie nuit loge deux chambres à coucher qui partageant une salle de bain. chauffage central.",https://www.tayara.tn/listings/appartements-2/4e9a22b3-5372-41aa-a3a1-c2855482a069/appartement-s+2-à-ezzahra
4426,2018-07-16T08:32:49,Tayara TN,5044698d-0819-44ba-9074-7506b331a769,Appartement,S+1 Près Théâtre Hammamet,"Nabeul, Hammamet",Appartements,m²,1.0,,90.0,à louer un appartement s+1 prés de la plage et de toutes commodités dans la zone de théâtre Hammamet .,https://www.tayara.tn/listings/appartements-2/5044698d-0819-44ba-9074-7506b331a769/s+1-près-théâtre-hammamet-
4427,2018-07-16T08:32:49,Tayara TN,49fae04f-ca99-4629-a867-ba11df32cbec,Appartement,À Louer Un Appartement S+ 3,,Appartements,m²,4.0,,800.0,à Lafayette rue d'Irak num 10 2 eme étage numero 99841809,https://www.tayara.tn/listings/appartements-2/49fae04f-ca99-4629-a867-ba11df32cbec/à-louer-un-appartement-s+-3
4428,2018-07-16T08:32:46,Tayara TN,4b31105d-2c70-4310-83d8-fd15a1bff711,Appartement,Studio Mohamd 5,"Tunis, Centre Ville - Lafayette",Appartements,m²,2.0,,350.0,a louer un studio s plus 0 une seule chambre avec douche et toilette 53645342,https://www.tayara.tn/listings/appartements-2/4b31105d-2c70-4310-83d8-fd15a1bff711/studio-mohamd-5-
4429,2018-07-16T08:32:45,Tayara TN,51a59395-b223-42b2-831c-a43a5ee41329,Appartement,A Louer,"Sousse, Hammam Sousse",Appartements,m²,2.0,,140.0,A louer S+2 bien équipé,https://www.tayara.tn/listings/appartements-2/51a59395-b223-42b2-831c-a43a5ee41329/a-louer
4434,2018-07-16T08:32:41,Tayara TN,4b24cc21-65b6-49aa-bb93-bce33a8c92ba,Appartement,Un Vaste S+2 À Louer,"Ariana, Ennasr",Appartements,m²,2.0,,750.0,"A louer un vaste S+2 de 134m2 à la cité ennasr 2 dans une résidence calme et sécurisée. C'est un appartement de standing, très bien orienté avec une place de parking. Veuillez contacter le 97126183",https://www.tayara.tn/listings/appartements-2/4b24cc21-65b6-49aa-bb93-bce33a8c92ba/un-vaste-s+2-à-louer
4438,2018-07-16T08:32:35,Tayara TN,4c3bec4a-47d6-4460-bbcf-c09f0a6896b0,Appartement,1Ere Etage A Louer Pour Les Algérien,"Tunis, Cité El Khadra",Appartements,m²,3.0,,0.0,Appartement a louer près du station de métro a cité El khadhra,https://www.tayara.tn/listings/appartements-2/4c3bec4a-47d6-4460-bbcf-c09f0a6896b0/1ere-etage-a-louer-pour-les-algérien-
4439,2018-07-16T08:32:35,Tayara TN,4b2482e0-326c-4697-9d98-c9667bd231c9,Appartement,Location Annuelle À Akouda,"Sousse, Akouda",Appartements,m²,2.0,,350.0,"un joli appartement au premier étage, non meublé dans une résidence familiale calme qui se compose de: - salon avec balcon - 2 chambres - une cuisine avec balcon - une salle de bain Pour plus d'informations n'hésitez pas 56369111",https://www.tayara.tn/listings/appartements-2/4b2482e0-326c-4697-9d98-c9667bd231c9/location-annuelle-à-akouda
4440,2018-07-16T08:32:33,Tayara TN,5006679d-458c-4ba1-b237-f1eb9b470541,Appartement,Location D'Un Duplex À Usage De Bureau Dans Un Immeuble Vip Lac2,"Tunis, La Marsa",Appartements,m²,5.0,,8120.0,Opportunity immobilière met à la location : d'un duplex à usage bureautique dans un immeuble VIP de 168 m² au lac 2 il est formé de 2 niveaux le rez-de-chaussée est constitué de 3 grandes pièces + kitchenette+ deux salles de bains + réception À l'étage on trouve un bureau VIP + salle de réunion + bureau d'archives Nous vous invitons à nous contacter pour une visite à prévoir à votre meilleure convenance en appelant le +216 25 488 313 _ 28 368 558 _25 48 99 97,https://www.tayara.tn/listings/appartements-2/5006679d-458c-4ba1-b237-f1eb9b470541/location-d'un-duplex-à-usage-de-bureau-dans-un-immeuble-vip-lac2
4441,2018-07-16T08:32:31,Tayara TN,49d1ce5e-118d-416e-a98b-56fa28b2b986,Appartement,S Plus 4 La Soukra,"Ariana, La Soukra",Appartements,m²,5.0,,850.0,"a louer un appartement S +4 à la soukra dans une résidence bien gardée et sécurisée la résidence se trouve dans un quartier chic et calme l'appartement se compose d'un grand salon, 4 chambres à coucher, une cuisine , salle de bain et salle d'eau l'appartement est muni d'une place parking , chauffage centrale , dressing loyer : 850 dt tel : 22400401",https://www.tayara.tn/listings/appartements-2/49d1ce5e-118d-416e-a98b-56fa28b2b986/s-plus-4-la-soukra-
4442,2018-07-16T08:32:30,Tayara TN,4b169d35-dbf7-43ce-9701-3e8fdb827317,Appartement,S+2 Ariana Jdida 58288078,"Ariana, Ariana Ville",Appartements,m²,3.0,,400.0,appartement à louer pour personnes serieuses et correctes ( ness ndhaff) S+2 ndhiffa bien amenagé avec chauffage central et cuisine équipée au 1er étage à côté du marché et surtout des personnes qui prennent soin de l appart sinon s abstenir.contacter 58288078,https://www.tayara.tn/listings/appartements-2/4b169d35-dbf7-43ce-9701-3e8fdb827317/-s+2-ariana-jdida-58288078
4443,2018-07-16T08:32:28,Tayara TN,50036617-df9a-4f53-aac1-2cf6a84bac89,Appartement,Appartement S3 Meublé À Sousse Prés Du Clinique Salem,"Sousse, Sousse Jawhara",Appartements,m²,3.0,,150.0,"RÉF : LN 419 L'agence immobilière Investissimmo vous annonce la location d'un spacieux appartement meublé situé dans une résidence munie d'un assesseur à proximité de toutes les commodités (la plage ,transport , les restaurants , carrefour ,les cafés ..) l'entrée donne sur un vaste salon lumineux grâce à sa porte fenêtre qui ouvre sur une terrasse ,une salle d'eau pour les invités est à la disposition , une cuisine équipée ,elle est complétée par un séchoir ,la partie nuit loge trois chambres à coucher ,elles se partagent une salle de bain avec baignoire . les équipement : climatisation * meuble tout neuf encore cacheté *résidence avec ascenseur *parking privé *...... prix : 150 tnd /la nuitée Pour plus de renseignements merci de nous contacter: 22613202/53936202/73278088 ou bienvenue à notre agence immobilière Investissimmo khzema rue imam boukhari prés du pharmacie fraj ben youssef.",https://www.tayara.tn/listings/appartements-2/50036617-df9a-4f53-aac1-2cf6a84bac89/appartement-s3-meublé-à-sousse-prés-du-clinique-salem
4445,2018-07-16T08:32:25,Tayara TN,4b11b66b-758c-4bd7-8b7f-90959db38ad2,Appartement,S+1 Hst Neuf Boumhel Côté Carrefour,"Ben arous, Boumhel",Appartements,m²,1.0,,590.0,"A louer à Boumhel côté carrefour , un appartement s+1 haut standing neuf composé d'une chambre à coucher , une cuisine équipée avec plaque et hotte, une salle de douche , chauffage central avec une chaudière neuve . tel 29.334.354",https://www.tayara.tn/listings/appartements-2/4b11b66b-758c-4bd7-8b7f-90959db38ad2/s+1-hst-neuf-boumhel-côté-carrefour
4447,2018-07-16T08:32:23,Tayara TN,4e416e64-db16-4e7c-848e-586d58a41182,Appartement,Appart Moderne Meublé À La Marsa,"Tunis, La Marsa",Appartements,m²,2.0,,1250.0,"situation: marsa à 200m de la route taieb mhiri. appartement s + 2 meublé au 1er étage d'une résidence récente et moderne (avec ascenseur et gardien). il se compose d'un hall d'entrée, salon avec salle à manger, petite terrasse, salle de bains, salle de bains, cuisine équipée (grand réfrigérateur, tables avec chaises, plaque, haut, four, vaisselle etc) avec sèche-linge, avec placard. chauffage central dans toutes les chambres, air conditionné dans les chambres et le salon, une grande télévision dans le salon et une petite télévision dans la cuisine. place de parking dans le sous-sol avec porte d'entrée télécommandée. tunisian trust services 25 428 012 loyer: 1250dt caution: 2 mois de loyer frais d'agence: 1 mois de loyer",https://www.tayara.tn/listings/appartements-2/4e416e64-db16-4e7c-848e-586d58a41182/appart-moderne-meublé-à-la-marsa
4448,2018-07-16T08:32:19,Tayara TN,49beb597-9583-4b40-b60a-68f52e2e339b,Appartement,Un S+2 Pour Vos Vacance Vue Sur Mer À Chatt Mariem,"Sousse, Autres villes",Appartements,m²,2.0,,250.0,on vous propose un s2 haut standing à hammem sousse pour location estivale .. vue sur mer prés de tt commodité . se situe chatt mariem . se compose de : * 2 chambres à coucher * salon spacieuse * cuisine * jacuzzi * piscine * climatiseurs pour plus d'info contactez au 51808843,https://www.tayara.tn/listings/appartements-2/49beb597-9583-4b40-b60a-68f52e2e339b/un-s+2-pour-vos-vacance-vue-sur-mer-à-chatt-mariem
4449,2018-07-16T08:32:19,Tayara TN,4b06981e-0cc7-476a-a453-02397ecfb906,Appartement,Un Appartement Avec Piscine Collectif À Yasmine Hammamet,"Nabeul, Hammamet",Appartements,m²,3.0,,300.0,"L’agence immobilière « CLICK DAR » vous propose un magnifique appartement neuf de S+3 richement meublé. Il est situé dans une résidence avec piscine collectif à Yasmine Hammamet près de la plage et à proximité de toutes les commodités. Il est composé d’un salon, coin salle à manger, une cuisine aménagée et bien équipée, 3 chambres à coucher et une salle de bain et une terrasse. L'appartement est équipé d'un climatiseur. PRIX : 300 TND / nuitée – 1800dt / semaine NB : Les visites sont gratuites. Pour plus de détails, veuillez contacter nos agents commerciaux au 58 15 10 10 ou par mail agence.clickdar@gmail.com",https://www.tayara.tn/listings/appartements-2/4b06981e-0cc7-476a-a453-02397ecfb906/un-appartement-avec-piscine-collectif-à-yasmine-hammamet
4450,2018-07-16T08:32:18,Tayara TN,4e07563c-bc15-4985-82c8-4791d85b9e40,Appartement,Une Semaine Dans Un Appart Haut Standing,"Monastir, Monastir",Appartements,m²,2.0,,1000.0,"devant hôtel houda , au deuxième étage , à louer un appart meublé , haut standing , composé d'un salon , deux chambres , cuisine , salle de bain et terrasses.toutes les pièces sont climatisées.mer à 300 m.cité calme. prix indiqué pour une semaine. possibilité de louer pour plusieurs semaines.",https://www.tayara.tn/listings/appartements-2/4e07563c-bc15-4985-82c8-4791d85b9e40/une-semaine-dans-un-appart-haut-standing
4451,2018-07-16T08:32:17,Tayara TN,4fabbfec-9e81-43ab-a3cd-169e362b2b48,Appartement,Bureau Luxe Neuf Beb Lassal 52577598,"Tunis, Centre Ville - Lafayette",Appartements,m²,1.0,,380.0,l'agence anas immobilier vous propose a louer a beb laassal un appartement usage bureau compose de hall 2 pieces et salle d'eau prix 380d tel 52577598,https://www.tayara.tn/listings/appartements-2/4fabbfec-9e81-43ab-a3cd-169e362b2b48/bureau-luxe-neuf-beb-lassal-52577598
4452,2018-07-16T08:32:14,Tayara TN,49b1f758-7384-46d6-8a13-4419b430ff22,Appartement,S3 Haut Standing Pres Bardo Centre 52577598,"Tunis, Le Bardo",Appartements,m²,4.0,,800.0,l'agence anas immobilier vous propose a louer au bardo centre dans une residence gardee un appartement haut standing compose de salon 3 chambres cuisine et salle de bain prix 800d tel 52577598,https://www.tayara.tn/listings/appartements-2/49b1f758-7384-46d6-8a13-4419b430ff22/s3-haut-standing-pres-bardo-centre-52577598
4453,2018-07-16T08:32:14,Tayara TN,4c195f41-ffee-4c30-846c-6158f0f51988,Appartement,S1 Luxueux,"Sousse, Sahloul",Appartements,m²,1.0,,500.0,Leader House immo met à votre disposition pour location annuelle un appartement s+1 neuf jamais habité dans une résidence familiale bien sécurisée et avec parking sous sol prix : 500 dt pour visite et plus d'info contactez nous au 93618239,https://www.tayara.tn/listings/appartements-2/4c195f41-ffee-4c30-846c-6158f0f51988/s1-luxueux
4456,2018-07-16T08:32:09,Tayara TN,4af4a57f-140a-42a2-8230-786d1f24c1e3??????-????????,Appartement,?????? ????????,"Tunis, Autres villes",Appartements,m²,3.0,,1500.0,?????? ???????? ??? ????? ?????? ????? ???? ????? ???? ?????? ????? ????? ?????? 1500? ???? ???? ??????? 53039129,https://www.tayara.tn/listings/appartements-2/4af4a57f-140a-42a2-8230-786d1f24c1e3/??????-????????
4460,2018-07-16T08:32:03,Tayara TN,4c00fa9c-246d-49f3-b7ad-3ec42d7fce12,Appartement,Bardo Khaznadar S+2,"Tunis, Tunis",Appartements,m²,3.0,,700.0,apprt bardo khaznadar s+2 contactez notre agence immobilière 53434325,https://www.tayara.tn/listings/appartements-2/4c00fa9c-246d-49f3-b7ad-3ec42d7fce12/bardo-khaznadar-s+2
4461,2018-07-16T08:31:58,Tayara TN,4be423fd-f0ec-473d-8173-aaded6889a6e,Appartement,Studio Meublé À Louer,"Ariana, Autres villes",Appartements,m²,2.0,,600.0,S+1 à louer bien équipé pour 2 ou 3 étudiants ( filles) au Rdv dans une résidence gardé avec camera de surveillance 24/24 .... cac - salon - kitchenette salle d'eau et douche (eau chaude ) gaz de ville TV - FREGIDAIRE - CUISINIÈRE. Sis à borj louzir cité la santé Ariana,https://www.tayara.tn/listings/appartements-2/4be423fd-f0ec-473d-8173-aaded6889a6e/studio-meublé-à-louer
4462,2018-07-16T08:31:58,Tayara TN,4ae49e49-c478-4e88-b1e9-2832afffa310,Appartement,Location Duplex Avec Jardin Aux Jardins De Carthage,"Tunis, Carthage",Appartements,m²,4.0,,3500.0,"A louer un Duplex avec jardin, dans un quartier calme prés de la nouvelle école aux jardins de carthage. Il comprend un salon, salle à manger, cuisine équipée et salle d'eau invités. A l'étage, une suite parentale, et trois chambres a coucher ainsi que deux salle de bains.",https://www.tayara.tn/listings/appartements-2/4ae49e49-c478-4e88-b1e9-2832afffa310/location-duplex-avec-jardin-aux-jardins-de-carthage-
4463,2018-07-16T08:31:56,Tayara TN,4dc1b924-b7a5-43aa-987f-670e3969eedc,Appartement,Studio Au Port Kantoui,"Sousse, Kantaoui",Appartements,m²,1.0,,95.0,"promotion d'été !!! studio au port kantaoui vue fontaine , composition chambre à coucher cuisine bien installée salle d'eau douche prix 95DT la nuitée semaine 650 DT semaine Pour plus d'information contacter 28109050",https://www.tayara.tn/listings/appartements-2/4dc1b924-b7a5-43aa-987f-670e3969eedc/studio-au-port-kantoui
4466,2018-07-16T08:31:51,Tayara TN,4d9d8616-0409-4602-bcda-6aceda7fcdcd,Appartement,Appartement S+3 Hst,"Ben arous, Ezzahra",Appartements,m²,3.0,,760.0,Cet appartement se situe dans une résidence calme et sécurisée. La partie jour abrite un salon lumineux grâce à un balcon. Une salle d’eau pour les invités est disponible. Un couloir nous mène à la partie nuit qui loge trois chambres à coucher dont deux avec dressing partageant une salle de bain. La cuisine est aménagée et équipée par une plaque et hotte. Un chauffage central et place de parking sont disponible.,https://www.tayara.tn/listings/appartements-2/4d9d8616-0409-4602-bcda-6aceda7fcdcd/appartement-s+3-hst
4472,2018-07-16T08:31:36,Tayara TN,497e3a63-e7bb-49b0-8bc1-c304cfe2eb53,Appartement,Apparts S+3 Les Jumeaux Hammamet,"Nabeul, Hammamet",Appartements,m²,3.0,,0.0,"A louer deux neufs appartements de haut standing dans un endroit calme et sécurisé à Hammamet zone Craxi. Ils sont deux appartements avec une entrée commune dont le propriétaire veut les louer pour la même famille ou des amis(e) proche. Le rez-de-chaussé se compose d'un grand jardin gazonné ayant un surface de 600 m², un grand salon, une cuisine, une salle de bain, une belle terrasse de style typique et trois chambres à coucher. L'appartement est non meublé, équipé par le chauffage centrale, la climatisation et le gaz de ville. Le premier étage se compose d'une suite parentale avec une salle de bain, deux chambres à coucher, une salle d'eau, un grand salon, une belle terrasse avec une vue magnifique de mer et de montagne et une cuisine. L'appartement est climatisé et chauffé.",https://www.tayara.tn/listings/appartements-2/497e3a63-e7bb-49b0-8bc1-c304cfe2eb53/apparts-s+3-les-jumeaux-hammamet
4473,2018-07-16T08:31:36,Tayara TN,4bcd2247-495b-4741-b487-70e1a386a7da,Appartement,Appartement Borj Louzir,"Ariana, Borj Louzir",Appartements,m²,4.0,,650.0,A louer appartement borj louzir 5 min du Tunisie Télécom au RDC S+3 composé SSAM 3 chambres à coucher cuisine avec élément équipée chauffage centrale et climatiseur frais de visite 10d 26447868,https://www.tayara.tn/listings/appartements-2/4bcd2247-495b-4741-b487-70e1a386a7da/appartement-borj-louzir
4474,2018-07-16T08:31:35,Tayara TN,4d502fce-b705-439f-a015-bae220bf40f9,Appartement,S2 À 5Min De La Plage Avec Wifi & Climatiseur,"Mahdia, Mahdia",Appartements,m²,2.0,,350.0,"Appartement S2 à 5 min de la plage et à proximité de l'université. Composé d'une grande chambre parentale et d'une deuxieme chambre pour enfant ou invité. - non meublé - 80m² - Chambres + 2 Balcons - Etat général: Bon - Equipements: Chauffe eau, Climatiseur, Grand espace de rangement - Salle de bain avec baignoire - Gaz - Vue sur mer - WIFI - 4ème étage - A proximité du Métro Sidi Messaoud - Zone sécurisée Location longue durée (1 mois caution) Pour plus d'information: +216 93 685 103",https://www.tayara.tn/listings/appartements-2/4d502fce-b705-439f-a015-bae220bf40f9/s2-à-5min-de-la-plage-avec-wifi-&-climatiseur
4476,2018-07-16T08:31:30,Tayara TN,4d375ac0-2358-4a93-9fed-7641148be12e,Appartement,Deux Appartement Usage Bureautique A Mourouj 3,"Ben arous, El Mourouj",Appartements,m²,3.0,,900.0,"on ,et pour location un appartement situe au 1 er etage composé d'un salon plus deux chambres a couc plus cuisine et salle de bain trés bon emplacement 94348700 99511545",https://www.tayara.tn/listings/appartements-2/4d375ac0-2358-4a93-9fed-7641148be12e/deux-appartement-usage-bureautique-a-mourouj-3
